formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
2	C14H15FN4O3S	[M + CH2O2 - H]-	C15H16FN4O5S-	Alkaloids	0.412	Histidine alkaloids	0.074	Imidazole alkaloids	0.074	Benzenoids	0.999	Benzene and substituted derivatives	0.996	Halobenzenes	0.994	Fluorobenzenes	0.995	Fluorobenzenes	0.995	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383.082	103	1.712	832265409021740547	832264728651051602	832264728646857297	93	
3	C15H17FN4O5S	[M - H]-	C15H16FN4O5S-	Amino acids and Peptides	0.221	Small peptides	0.119	Imidazole alkaloids	0.063	Benzenoids	1.000	Benzene and substituted derivatives	0.999	Benzenesulfonamides	0.627			Benzenesulfonamides	0.627	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383.082	103	1.712	832265409021740545	832264728651051602	832264728646857297	93	
1	C5H8N3O4	[M + H2O - H]-	C5H9N3O5-	Amino acids and Peptides	0.581	Small peptides	0.690	Aminoacids	0.552	Organic 1,3-dipolar compounds	0.834	Allyl-type 1,3-dipolar organic compounds	0.809	Organic nitro compounds	0.671	C-nitro compounds	0.538	C-nitro compounds	0.538	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.055	103	1.715	832265399660052029	832264729062093434	832264729057899129	101	
1	C9H13NO4	[M + H]+	C9H14NO4+	Amino acids and Peptides	0.781	Small peptides	0.444	Aminoacids	0.429	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.693	Amino acids and derivatives	0.692	Alpha amino acids and derivatives	0.606	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	200.092	103	1.716	832265410489747471	832264806023386843	832264806023386842	1957	
2	C9H15NO5	[M - H2O + H]+	C9H14NO4+	Amino acids and Peptides	0.764	Small peptides	0.780	Aminoacids	0.567	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.905	Amino acids and derivatives	0.903	N-acyl-alpha amino acids	0.586	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	200.092	103	1.716	832265410489747472	832264806023386843	832264806023386842	1957	
1	C14H14N6O4	[M + CH2O2 - H]-	C15H15N6O6-	Alkaloids	0.416	Nucleosides	0.636	Purine nucleosides	0.670	Nucleosides, nucleotides, and analogues	0.582	Purine nucleosides	0.702					Purine nucleosides	0.702	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Purine nucleosides; Ureas; Purinones; Carboxylic acid derivatives; Diazines; 6-oxopurines; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; 2-heteroaryl carboxamides; Chemical entities	375.105	103	1.718	832265416181420171	832264728533611080	832264728529416775	91	
2	C15H14N6O5	[M + H2O - H]-	C15H15N6O6-	Alkaloids	0.370	Nucleosides	0.163	Purine alkaloids	0.161	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.822	Purines and purine derivatives	0.855	Purinones	0.455	6-oxopurines	0.543	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Furans; Imidazoles; Lactams; Nitrofurans; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Organic nitro compounds; Diazines; 6-oxopurines; Organic oxoazanium compounds; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; 2-heteroaryl carboxamides; Chemical entities	375.105	103	1.718	832265416181420170	832264728533611080	832264728529416775	91	
3	C15H16N6O6	[M - H]-	C15H15N6O6-	Carbohydrates	0.114	Nucleosides	0.227	Purine alkaloids	0.132	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.584	Amino acids and derivatives	0.586	Amino acids and derivatives	0.586	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Furans; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Organic zwitterions; Allyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; 2-heteroaryl carboxamides; Chemical entities	375.105	103	1.718	832265416181420169	832264728533611080	832264728529416775	91	
7	C15H19FN2O5S	[M + H2O - H]-	C15H20FN2O6S-	Amino acids and Peptides	0.160	Small peptides	0.415	Tripeptides	0.062	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.972	Amino acids and derivatives	0.971	Alpha amino acid esters	0.753	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Sulfonyls; N-acyl-alpha amino acids and derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Aryl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	375.105	103	1.718	832265416181420176	832264728533611080	832264728529416775	91	
9	C15H21FN2O6S	[M - H]-	C15H20FN2O6S-	Alkaloids	0.109	Ornithine alkaloids	0.058	Tripeptides	0.032	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.843	Amino acids and derivatives	0.845	Amino acids and derivatives	0.845	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Thiophene carboxylic acids and derivatives; Thiophene carboxamides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	375.105	103	1.718	832265416181420175	832264728533611080	832264728529416775	91	
10	C9H15N10O4P	[M + H2O - H]-	C9H16N10O5P-	Carbohydrates	0.945	Nucleosides	0.981	Purine nucleotides	0.950	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.998	Purines and purine derivatives	0.998	6-aminopurines	0.900	6-aminopurines	0.900	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	375.105	103	1.718	832265416181420179	832264728533611080	832264728529416775	91	
1	C6H6O3	[M + H]+	C6H7O3+	Polyketides	0.990	Cyclic polyketides	0.992	4-pyrone derivatives	0.932	Organoheterocyclic compounds	0.982	Pyrans	0.897	Pyranones and derivatives	0.939			Pyranones and derivatives	0.939	Organic compounds; Organoheterocyclic compounds; Pyrans; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Pyranones and derivatives; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	127.039	103	1.718	832265414012964359	832264806371514110	832264806371514109	1964	
2	C6H8O4	[M - H2O + H]+	C6H7O3+	Polyketides	0.953	Cyclic polyketides	0.980	2-pyrone derivatives	0.961	Organoheterocyclic compounds	0.990	Pyrans	0.936	Pyranones and derivatives	0.954			Pyranones and derivatives	0.954	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Pyranones and derivatives; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	127.039	103	1.718	832265414012964360	832264806371514110	832264806371514109	1964	
3	C6H10O5	[M - H4O2 + H]+	C6H7O3+	Carbohydrates	0.995	Saccharides	0.993	Monosaccharides	0.983	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.794	Monosaccharides	0.764	Monosaccharides	0.764	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	127.039	103	1.718	832265414012964361	832264806371514110	832264806371514109	1964	
4	C5H4O	[M + CH2O2 + H]+	C6H7O3+	Shikimates and Phenylpropanoids	0.246	Fatty acyls	0.367	Fatty aldehydes	0.216	Organic oxygen compounds	0.981	Organooxygen compounds	0.968	Carbonyl compounds	0.667	Aldehydes	0.603	Aldehydes	0.603	Organic compounds; Aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	127.039	103	1.718	832265414012964362	832264806371514110	832264806371514109	1964	
1	C9H17NO5	[M + H]+	C9H18NO5+	Fatty acids	0.979	Fatty amides	0.942	N-acyl amines	0.989	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.887	Amino acids and derivatives	0.884	Beta amino acids and derivatives	0.875	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	220.118	103	1.720	832265405607576169	832264806669309724	832264806669309723	1970	
1	C12H16O8	[M + H]+	C12H17O8+	Polyketides	0.991	Phloroglucinols	0.899	Acyl phloroglucinols	0.960	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Monosaccharides	0.968	Hexoses	0.916	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Pyranones and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	289.092	103	1.722	832265416298860740	832264806572840722	832264806572840721	1968	
2	C13H12N4O4	[M + H]+	C13H13N4O4+	Carbohydrates	0.804	Nucleosides	0.729	Purine nucleosides	0.476	Organic oxygen compounds	1.000	Organooxygen compounds	0.997	Carbohydrates and carbohydrate conjugates	0.786	Glycosyl compounds	0.621	Glycosyl compounds	0.621	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Monosaccharides; Glycosyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	289.092	103	1.722	832265416298860741	832264806572840722	832264806572840721	1968	
1	C5H9NO4	[M + H]+	C5H10NO4+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.926	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	148.061	103	1.724	832265412058418015	832264807294261080	832264807290066775	1982	
2	C5H11NO5	[M - H2O + H]+	C5H10NO4+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Alpha amino acids	0.943	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	148.061	103	1.724	832265412058418016	832264807294261080	832264807290066775	1982	
3	C4H7NO2	[M + CH2O2 + H]+	C5H10NO4+	Amino acids and Peptides	1.000	Small peptides	0.999	Aminoacids	1.000	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.969	Amino acids and derivatives	0.968	Alpha amino acids	0.529	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	148.061	103	1.724	832265412058418017	832264807294261080	832264807290066775	1982	
1	C3H2N3O3	[M + H2O - H]-	C3H3N3O4-	Alkaloids	0.463	Histidine alkaloids	0.729	Imidazole alkaloids	0.728	Organoheterocyclic compounds	0.878	Azoles	0.519					Azoles	0.519	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	145.014	104	1.726	832265417213219268	832264729007567477	832264729007567476	100	
2	C3H6N3O5	[M - H2O - H]-	C3H3N3O4-	Amino acids and Peptides	0.436	Small peptides	0.623	Aminoacids	0.664	Organic acids and derivatives	0.975	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.803	Amino acids and derivatives	0.800	Alpha amino acids and derivatives	0.864	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	145.014	104	1.726	832265417213219267	832264729007567477	832264729007567476	100	
1	C4H5ClN3O5	[M + H2O - H]-	C4H6ClN3O6-	Fatty acids	0.181	Fatty Acids and Conjugates	0.407	Halogenated fatty acids	0.274	Organic acids and derivatives	0.901	Carboxylic acids and derivatives	0.799	Carboxylic acids	0.765			Carboxylic acids	0.765	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Carboxylic acids; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226.996	104	1.730	832265411559295588	832264728751714908	832264728751714907	95	
1	C10H13N5O4	[M + H]+	C10H14N5O4+	Carbohydrates	1.000	Nucleosides	1.000	Purine nucleosides	0.999	Nucleosides, nucleotides, and analogues	0.994	Purine nucleosides	0.980					Purine nucleosides	0.980	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	268.104	104	1.732	832265412356213699	832264807545919345	832264807545919344	1987	
2	C9H17NO8	[M + H]+	C9H18NO8+	Carbohydrates	0.990	Nucleosides	0.324	Monosaccharides	0.029	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.997	Glycosyl compounds	0.955	Glycosylamines	0.939	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Tetrahydrofurans; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	268.104	104	1.732	832265412356213700	832264807545919345	832264807545919344	1987	
3	C11H9N9	[M + H]+	C11H10N9+	Alkaloids	0.982	Pseudoalkaloids (transamidation)	0.989	Purine alkaloids	0.993	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.995	Purines and purine derivatives	0.995	6-aminopurines	0.980	6-alkylaminopurines	0.623	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	268.104	104	1.732	832265412356213701	832264807545919345	832264807545919344	1987	
4	C10H17N2O5	[M + Na]+	C10H17N2NaO5+	Carbohydrates	0.995	Nucleosides	0.991	Pyrimidine nucleosides	0.431	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Glycosyl compounds	0.991	Glycosylamines	0.995	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Amines; Tetrahydrofurans; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	268.104	104	1.732	832265412356213702	832264807545919345	832264807545919344	1987	
1	C3H8N3O5	[M - H2O - H]-	C3H5N3O4-	Fatty acids	0.528	Fatty Acids and Conjugates	0.534	Aminoacids	0.287	Lipids and lipid-like molecules	0.341	Fatty Acyls	0.452	Fatty acids and conjugates	0.653			Fatty acids and conjugates	0.653	Organic compounds; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Organic nitroso compounds; Chemical entities	147.029	104	1.733	832265419301983175	832264728596525645	832264728583942732	92	
1	C6H14N4O2	[M + H]+	C6H15N4O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	L-alpha-amino acids	0.561	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.119	105	1.747	832265397944581365	832264807185209166	832264807181014861	1980	
1	C15H15FN4O4S	[M + H2O - H]-	C15H16FN4O5S-	Amino acids and Peptides	0.224	Small peptides	0.034	Aminoacids	0.028	Benzenoids	1.000	Benzene and substituted derivatives	0.998	Benzenesulfonamides	0.606			Benzenesulfonamides	0.606	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organofluorides; Organosulfonamides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383.082	105	1.748	832265411248916881	832264729330528915	832264729330528914	106	
