formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
7	C38H28O14	[M + H2O - H]-	C38H29O15-	Shikimates and Phenylpropanoids	0.999	Phenylpropanoids (C6-C3)	0.975	Cinnamic acids and derivatives	0.973	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.887	Sugar acids and derivatives	0.848	Glucuronic acid derivatives	0.914	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Sugar acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Glucuronic acid derivatives; Benzene and substituted derivatives; Benzenoids; 1,2-diols; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	725.155	644	10.741	852608886415094561	852601190298808380	852601190294614075	108	
8	C37H28O13	[M + CH2O2 - H]-	C38H29O15-	Shikimates and Phenylpropanoids	0.998	Phenylpropanoids (C6-C3)	0.931	Cinnamic acids and derivatives	0.918	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.399	Sugar acids and derivatives	0.447	Glucuronic acid derivatives	0.558	Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Glucuronic acid derivatives; Benzene and substituted derivatives; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	725.155	644	10.741	852608886415094562	852601190298808380	852601190294614075	108	
1	C20H23NO7	[M + H]+	C20H24NO7+	Alkaloids	0.745	Ornithine alkaloids	0.213	Tropane alkaloids	0.039	Organoheterocyclic compounds	0.954	Benzodioxanes	0.466	Benzo-1,4-dioxanes	0.512			Benzo-1,4-dioxanes	0.512	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Dioxins; Para dioxins; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Benzo-1,4-dioxanes; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390.156	647	10.780	852608904047951874	852601236662650726	852601236658456421	1294	
2	C16H22FN5O4	[M + Na]+	C16H22FN5NaO4+	Alkaloids	0.761	Ornithine alkaloids	0.046	Cyclamides	0.019	Organoheterocyclic compounds	0.993	Benzodioxanes	0.522	Benzo-1,4-dioxanes	0.515			Benzo-1,4-dioxanes	0.515	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Dioxins; Para dioxins; Organofluorides; Secondary carboxylic acid amides; Benzene and substituted derivatives; Benzenoids; Benzodioxanes; Benzo-1,4-dioxanes; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390.156	647	10.780	852608904047951875	852601236662650726	852601236658456421	1294	
3	C16H25N5O4	[M + K]+	C16H25KN5O4+	Alkaloids	0.929	Ornithine alkaloids	0.121	Acyl phloroglucinols	0.038	Benzenoids	0.989	Phenol ethers	0.555					Phenol ethers	0.555	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	390.156	647	10.780	852608904047951876	852601236662650726	852601236658456421	1294	
4	C15H29NO7S	[M + Na]+	C15H29NNaO7S+	Alkaloids	0.462	Tyrosine alkaloids	0.116	Phenylethylamines	0.136	Benzenoids	0.945	Phenol ethers	0.873	Anisoles	0.762			Anisoles	0.762	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organosulfonamides; Secondary alcohols; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	390.156	647	10.780	852608904047951877	852601236662650726	852601236658456421	1294	
5	C21H23N2O4	[M + Na]+	C21H23N2NaO4+	Alkaloids	0.900	Tyrosine alkaloids	0.040	Chalcones	0.013	Organoheterocyclic compounds	0.959	Benzodioxanes	0.738	Benzo-1,4-dioxanes	0.791			Benzo-1,4-dioxanes	0.791	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Dioxins; Para dioxins; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzodioxanes; Benzo-1,4-dioxanes; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	390.156	647	10.780	852608904047951878	852601236662650726	852601236658456421	1294	
6	C18H20FN5O4	[M + H]+	C18H21FN5O4+	Alkaloids	0.643	Coumarins	0.050	Cyclamides	0.020	Organoheterocyclic compounds	0.991	Benzodioxanes	0.512					Benzodioxanes	0.512	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Dioxins; Organofluorides; Benzene and substituted derivatives; Benzenoids; Benzodioxanes; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390.156	647	10.780	852608904047951879	852601236662650726	852601236658456421	1294	
7	C18H27N2O5	[M + K]+	C18H27KN2O5+	Alkaloids	0.990	Ornithine alkaloids	0.315	Quinolizidine alkaloids	0.043	Organic acids and derivatives	0.939	Carboxylic acids and derivatives	0.902	Amino acids, peptides, and analogues	0.624	Amino acids and derivatives	0.625	Amino acids and derivatives	0.625	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Organic oxides; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	390.156	647	10.780	852608904047951880	852601236662650726	852601236658456421	1294	
8	C23H21N2O4	[M + H]+	C23H22N2O4+	Alkaloids	0.688	Flavonoids	0.117	Chalcones	0.098	Organoheterocyclic compounds	0.976	Benzodioxanes	0.824	Benzo-1,4-dioxanes	0.888			Benzo-1,4-dioxanes	0.888	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Dioxins; Para dioxins; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzodioxanes; Benzo-1,4-dioxanes; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390.156	647	10.780	852608904047951881	852601236662650726	852601236658456421	1294	
9	C17H27NO7S	[M + H]+	C17H28NO7S+	Alkaloids	0.488	Tyrosine alkaloids	0.086	Phenylethylamines	0.027	Benzenoids	0.992	Phenol ethers	0.891	Anisoles	0.835			Anisoles	0.835	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organosulfonamides; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	390.156	647	10.780	852608904047951882	852601236662650726	852601236658456421	1294	
10	C18H21N4O6	[M + H]+	C18H22N4O6+	Alkaloids	0.745	Ornithine alkaloids	0.173	Acyl phloroglucinols	0.042	Benzenoids	0.991	Phenol ethers	0.764	Anisoles	0.768			Anisoles	0.768	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	390.156	647	10.780	852608904047951883	852601236662650726	852601236658456421	1294	
1	C17H21FO8S	[M - H]-	C17H20FO8S-	Shikimates and Phenylpropanoids	0.664	Phenolic acids (C6-C1)	0.492	Simple phenolic acids	0.256	Benzenoids	0.996	Benzene and substituted derivatives	0.997	Halobenzenes	0.977	Fluorobenzenes	0.955	Fluorobenzenes	0.955	Organic compounds; Organosulfur compounds; Halobenzenes; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Dialkyl ethers; Thioethers; Carboxylic acids; Alpha hydroxy acids and derivatives; Organofluorides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	403.087	647	10.785	852608893599938868	852601190244282423	852601190240088118	107	
2	C16H19FO6S	[M + CH2O2 - H]-	C17H20FO8S-	Shikimates and Phenylpropanoids	0.720	Phenolic acids (C6-C1)	0.181	Simple phenolic acids	0.051	Benzenoids	0.999	Benzene and substituted derivatives	0.999	Halobenzenes	0.993	Fluorobenzenes	0.989	Fluorobenzenes	0.989	Organic compounds; Organosulfur compounds; Halobenzenes; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Dialkyl ethers; Thioethers; Carboxylic acids; Organofluorides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	403.087	647	10.785	852608893599938869	852601190244282423	852601190240088118	107	
3	C18H17FN4O4S	[M - H]-	C18H16FN4O4S-	Alkaloids	0.329	Histidine alkaloids	0.079	Imidazole alkaloids	0.080	Organoheterocyclic compounds	1.000	Azoles	0.995	Imidazoles	0.719	Substituted imidazoles	0.755	Nitroimidazoles	0.766	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Imidazoles; Nitroimidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	403.087	647	10.785	852608893599938870	852601190244282423	852601190240088118	107	
4	C17H15FN4O2S	[M + CH2O2 - H]-	C18H16FN4O4S-	Alkaloids	0.909	Histidine alkaloids	0.104	Imidazole alkaloids	0.104	Organoheterocyclic compounds	1.000	Azoles	0.992	Imidazoles	0.879	Substituted imidazoles	0.819	Nitroimidazoles	0.548	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Imidazoles; Nitroimidazoles; Organohalogen compounds; Organonitrogen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organofluorides; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	403.087	647	10.785	852608893599938871	852601190244282423	852601190240088118	107	
5	C15H22N3O6S2	[M - H]-	C15H21N3O6S2-	Amino acids and Peptides	0.628	Small peptides	0.241	Aminoacids	0.151	Lipids and lipid-like molecules	0.661	Fatty Acyls	0.617	Fatty acids and conjugates	0.510	Thia fatty acids	0.553	Thia fatty acids	0.553	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Thioethers; Carboxylic acids; Carboxylic acid esters; Thia fatty acids; Carbonyl compounds; Sulfenyl compounds; Organic 1,3-dipolar compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	403.087	647	10.785	852608893599938872	852601190244282423	852601190240088118	107	
6	C14H20N3O4S2	[M + CH2O2 - H]-	C15H21N3O6S2-	Amino acids and Peptides	0.670	Histidine alkaloids	0.304	Imidazole alkaloids	0.300	Organic acids and derivatives	0.980	Carboxylic acids and derivatives	0.974	Dicarboxylic acids and derivatives	0.504			Dicarboxylic acids and derivatives	0.504	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acid esters; Carbonyl compounds; Amines; Primary amines; Dialkylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	403.087	647	10.785	852608893599938873	852601190244282423	852601190240088118	107	
7	C21H16N4O3S	[M - H]-	C21H15N4O3S-	Alkaloids	0.361	Histidine alkaloids	0.062	Chalcones	0.062	Organic 1,3-dipolar compounds	0.497	Allyl-type 1,3-dipolar organic compounds	0.830	Organic nitro compounds	0.795	C-nitro compounds	0.811	Nitroaromatic compounds	0.843	Organic compounds; Organoheterocyclic compounds; Thiophenes; Triazoles; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic zwitterions; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	403.087	647	10.785	852608893599938874	852601190244282423	852601190240088118	107	
8	C20H14N4OS	[M + CH2O2 - H]-	C21H15N4O3S-	Alkaloids	0.796	Flavonoids	0.031	Imidazole alkaloids	0.030	Benzenoids	0.992	Benzene and substituted derivatives	0.859					Benzene and substituted derivatives	0.859	Organic compounds; Organoheterocyclic compounds; Imidazoles; Thiophenes; Triazoles; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	403.087	647	10.785	852608893599938875	852601190244282423	852601190240088118	107	
1	C14H22N5O4P	[M + H]+	C14H23N5O4P+	Alkaloids	0.258	Nucleosides	0.747	Purine nucleotides	0.333	Organic acids and derivatives	0.946	Carboxylic acids and derivatives	0.449	Amino acids, peptides, and analogues	0.507	Amino acids and derivatives	0.505	Amino acids and derivatives	0.505	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	356.150	650	10.836	852608882141098145	852601236599736156	852601236599736155	1292	
2	C13H21N7O3S	[M + H]+	C13H22N7O3S+	Alkaloids	0.151	Oligopeptides	0.122	Cyclamides	0.670	Organosulfur compounds	0.815	Thioethers	0.633	Aryl thioethers	0.599	Alkylarylthioethers	0.574	Alkylarylthioethers	0.574	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Toluenes; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	356.150	650	10.836	852608882141098146	852601236599736156	852601236599736155	1292	
3	C13H21F2N5O3	[M + Na]+	C13H21F2N5NaO3+	Alkaloids	0.367	Nucleosides	0.088	Tropane alkaloids	0.027	Organic oxygen compounds	0.999	Organooxygen compounds	0.993	Ethers	0.465	Alkyl aryl ethers	0.598	Alkyl aryl ethers	0.598	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Triazoles; Alkyl aryl ethers; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.150	650	10.836	852608882141098147	852601236599736156	852601236599736155	1292	
4	C10H19F2N7O5	[M + H]+	C10H20F2N7O5+	Carbohydrates	0.982	Nucleosides	0.953	Pyrimidine nucleosides	0.921	Organoheterocyclic compounds	0.939	Heteroaromatic compounds	0.844					Heteroaromatic compounds	0.844	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Alkyl fluorides; Organofluorides; Secondary alcohols; Amines; Alkyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.150	650	10.836	852608882141098148	852601236599736156	852601236599736155	1292	
5	C9H21N7O8	[M + H]+	C9H22N7O8+	Carbohydrates	0.731	Nucleosides	0.331	Polyamines	0.130	Organic acids and derivatives	0.907	Carboxylic acids and derivatives	0.781	Amino acids, peptides, and analogues	0.710	Amino acids and derivatives	0.708	Alpha amino acids	0.588	Organic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.150	650	10.836	852608882141098149	852601236599736156	852601236599736155	1292	
6	C11H23FN5O5P	[M + H]+	C11H24FN5O5P+	Carbohydrates	0.889	Nucleosides	0.954	Purine nucleotides	0.457	Organoheterocyclic compounds	0.991	Imidazopyrimidines	0.902	Purines and purine derivatives	0.895	6-aminopurines	0.814	6-aminopurines	0.814	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Organic phosphonic acids and derivatives; Azoles; Alkyl fluorides; Aminopyrimidines and derivatives; Diazines; Organofluorides; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Fluorohydrins; Alkyl halides; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.150	650	10.836	852608882141098150	852601236599736156	852601236599736155	1292	
7	C12H23ClFN5O4	[M + H]+	C12H24ClFN5O4+	Carbohydrates	0.964	Nucleosides	0.950	Pyrimidine nucleosides	0.531	Organic acids and derivatives	0.449	Carboxylic acids and derivatives	0.565	Amino acids, peptides, and analogues	0.572	Amino acids and derivatives	0.572	Amino acids and derivatives	0.572	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Aryl chlorides; Aminopyrimidines and derivatives; Diazines; Organochlorides; Organofluorides; Secondary alcohols; Carbonyl compounds; Halopyrimidines; Amines; Primary amines; Halohydrins; Aryl halides; Alkyl halides; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.150	650	10.836	852608882141098151	852601236599736156	852601236599736155	1292	
8	C11H26N5O4PS	[M + H]+	C11H27N5O4PS+	Carbohydrates	0.741	Nucleosides	0.746	Imidazole alkaloids	0.202	Organoheterocyclic compounds	0.993	Imidazopyrimidines	0.563					Imidazopyrimidines	0.563	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Thioethers; Organic phosphoramides; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.150	650	10.836	852608882141098152	852601236599736156	852601236599736155	1292	
9	C10H22FN7O4S	[M + H]+	C10H23FN7O4S+	Alkaloids	0.627	Guanidine alkaloids	0.049	Menthane monoterpenoids	0.076	Organosulfur compounds	0.931	Sulfonyls	0.663					Sulfonyls	0.663	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Sulfonyls; Organofluorides; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.150	650	10.836	852608882141098153	852601236599736156	852601236599736155	1292	
