formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
3	C4H8N3O3	[M + CH2O2 - H]-	C5H9N3O5-	Amino acids and Peptides	0.453	Small peptides	0.436	Aminoacids	0.507	Organic acids and derivatives	0.783	Carboxylic acids and derivatives	0.763	Carboxylic acids	0.738			Carboxylic acids	0.738	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.055	933	15.553	832320741246590134	832319717634943248	832319717634943247	408	
1	C15H18N10O6	[M - H]-	C15H17N10O6-	Carbohydrates	0.900	Nucleosides	0.942	Purine nucleosides	0.889	Nucleosides, nucleotides, and analogues	0.779	Purine nucleosides	0.831					Purine nucleosides	0.831	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azo compounds; Azoles; Purine nucleosides; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Oxolanes; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; 6-aminopurines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551196	832319717421033714	832319717416839409	402	
2	C15H20N10O7	[M - H2O - H]-	C15H17N10O6-	Carbohydrates	0.850	Nucleosides	0.818	Purine nucleosides	0.786	Organic acids and derivatives	0.912	Carboxylic acids and derivatives	0.900	Amino acids, peptides, and analogues	0.896	Amino acids and derivatives	0.897	Alpha amino acids	0.576	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Imines; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551197	832319717421033714	832319717416839409	402	
3	C16H20N10O9	[M - CH2O3 - H]-	C15H17N10O6-	Carbohydrates	0.791	Nucleosides	0.771	Purine nucleosides	0.699	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.954	Amino acids and derivatives	0.954	Alpha amino acids	0.780	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Organic nitro compounds; Carboxylic acids; Diazines; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551198	832319717421033714	832319717416839409	402	
4	C15H16N10O5	[M + H2O - H]-	C15H17N10O6-	Carbohydrates	0.838	Nucleosides	0.915	Purine nucleosides	0.703	Nucleosides, nucleotides, and analogues	0.750	Purine nucleosides	0.756					Purine nucleosides	0.756	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azo compounds; Azoles; Purine nucleosides; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Imidazopyrimidines; Oxolanes; Substituted imidazoles; N-substituted imidazoles; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551199	832319717421033714	832319717416839409	402	
5	C14H16N10O4	[M + CH2O2 - H]-	C15H17N10O6-	Carbohydrates	0.907	Nucleosides	0.940	Purine nucleosides	0.871	Nucleosides, nucleotides, and analogues	0.734	Purine nucleosides	0.721					Purine nucleosides	0.721	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azo compounds; Azoles; Purine nucleosides; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Oxolanes; Glycosyl compounds; Substituted imidazoles; N-substituted imidazoles; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551200	832319717421033714	832319717416839409	402	
6	C23H19FN4O4	[M - H]-	C23H18FN4O4-	Alkaloids	0.896	Tryptophan alkaloids	0.800	Carboline alkaloids	0.055	Organic 1,3-dipolar compounds	0.606	Allyl-type 1,3-dipolar organic compounds	0.562	Organic nitro compounds	0.622	C-nitro compounds	0.663	Nitroaromatic compounds	0.558	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Organofluorides; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551201	832319717421033714	832319717416839409	402	
7	C23H21FN4O5	[M - H2O - H]-	C23H18FN4O4-	Alkaloids	0.899	Tryptophan alkaloids	0.568	Carboline alkaloids	0.097	Organic 1,3-dipolar compounds	0.730	Allyl-type 1,3-dipolar organic compounds	0.718	Organic nitro compounds	0.749	C-nitro compounds	0.772	Nitroaromatic compounds	0.714	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551202	832319717421033714	832319717416839409	402	
8	C24H21FN4O7	[M - CH2O3 - H]-	C23H18FN4O4-	Alkaloids	0.896	Tryptophan alkaloids	0.382	Secoiridoid monoterpenoids	0.078	Benzenoids	1.000	Benzene and substituted derivatives	0.999	Nitrobenzenes	0.739			Nitrobenzenes	0.739	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Diazines; Organic oxoazanium compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551203	832319717421033714	832319717416839409	402	
9	C23H17FN4O3	[M + H2O - H]-	C23H18FN4O4-	Alkaloids	0.943	Tryptophan alkaloids	0.791	Carboline alkaloids	0.031	Benzenoids	1.000	Benzene and substituted derivatives	0.992	Halobenzenes	0.990	Fluorobenzenes	0.990	Fluorobenzenes	0.990	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrimidines and pyrimidine derivatives; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551204	832319717421033714	832319717416839409	402	
10	C22H17FN4O2	[M + CH2O2 - H]-	C23H18FN4O4-	Alkaloids	0.941	Tryptophan alkaloids	0.787	Carboline alkaloids	0.149	Benzenoids	1.000	Benzene and substituted derivatives	0.994	Halobenzenes	0.995	Fluorobenzenes	0.996	Fluorobenzenes	0.996	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrimidines and pyrimidine derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Aryl fluorides; Fluorobenzenes; Diazines; Organofluorides; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Azacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	933	15.555	832320736561551205	832319717421033714	832319717416839409	402	
1	C10H12O5	[M + H]+	C10H13O5+	Polyketides	0.931	Cyclic polyketides	0.948	2-pyrone derivatives	0.940	Organoheterocyclic compounds	0.947	Pyrans	0.801	Pyranones and derivatives	0.792			Pyranones and derivatives	0.792	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	213.076	934	15.568	832320832044898183	832319781979768446	832319781979768445	1906	
1	C9H8O3	[M + H]+	C9H9O3+	Shikimates and Phenylpropanoids	0.930	Phenolic acids (C6-C1)	0.975	Simple phenolic acids	0.977	Benzenoids	0.981	Benzene and substituted derivatives	0.881	Benzoic acids and derivatives	0.669	Benzoic acid esters	0.585	Benzoic acid esters	0.585	Organic compounds; Aldehydes; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzaldehydes; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Methyl esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	165.055	935	15.588	832320745260540059	832319782118180498	832319782118180497	1910	
1	C15H18N10O6	[M - H]-	C15H17N10O6-	Carbohydrates	0.899	Nucleosides	0.934	Purine nucleosides	0.952	Nucleosides, nucleotides, and analogues	0.694	Purine nucleosides	0.759					Purine nucleosides	0.759	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azo compounds; Azoles; Purine nucleosides; Organic nitro compounds; Carboxylic acids; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597963	832319717936933176	832319717936933175	416	
2	C15H20N10O7	[M - H2O - H]-	C15H17N10O6-	Carbohydrates	0.881	Nucleosides	0.859	Purine nucleosides	0.838	Organic acids and derivatives	0.971	Carboxylic acids and derivatives	0.972	Amino acids, peptides, and analogues	0.971	Amino acids and derivatives	0.971	Alpha amino acids	0.818	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Imines; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Guanidines; Azoles; Monoalkylamines; Carboxylic acids; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; 6-aminopurines; Carboximidamides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597964	832319717936933176	832319717936933175	416	
3	C16H20N10O9	[M - CH2O3 - H]-	C15H17N10O6-	Carbohydrates	0.809	Nucleosides	0.808	Purine nucleosides	0.795	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.978	Amino acids and derivatives	0.978	Alpha amino acids	0.885	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acids; Diazines; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597965	832319717936933176	832319717936933175	416	
4	C15H16N10O5	[M + H2O - H]-	C15H17N10O6-	Carbohydrates	0.944	Nucleosides	0.974	Purine nucleosides	0.931	Nucleosides, nucleotides, and analogues	0.870	Purine nucleosides	0.838					Purine nucleosides	0.838	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azo compounds; Azoles; Purine nucleosides; Organic nitro compounds; Aminopyrimidines and derivatives; Diazines; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Oxolanes; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; 6-aminopurines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597966	832319717936933176	832319717936933175	416	
5	C14H16N10O4	[M + CH2O2 - H]-	C15H17N10O6-	Carbohydrates	0.957	Nucleosides	0.960	Purine nucleosides	0.967	Nucleosides, nucleotides, and analogues	0.676	Purine nucleosides	0.728					Purine nucleosides	0.728	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Organic nitro compounds; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597967	832319717936933176	832319717936933175	416	
6	C17H20N7O7	[M - H]-	C17H19N7O7-	Carbohydrates	0.684	Nucleosides	0.542	Purine nucleosides	0.330	Organic oxygen compounds	1.000	Organooxygen compounds	0.981	Carbohydrates and carbohydrate conjugates	0.978	Glycosyl compounds	0.881	Glycosylamines	0.728	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597968	832319717936933176	832319717936933175	416	
7	C17H22N7O8	[M - H2O - H]-	C17H19N7O7-	Carbohydrates	0.602	Nucleosides	0.212	Purine nucleosides	0.157	Organic oxygen compounds	1.000	Organooxygen compounds	0.983	Carbohydrates and carbohydrate conjugates	0.980	Glycosyl compounds	0.868	Glycosylamines	0.554	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Nitrobenzenes; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597969	832319717936933176	832319717936933175	416	
8	C18H22N7O10	[M - CH2O3 - H]-	C17H19N7O7-	Alkaloids	0.691	Nucleosides	0.118	Purine nucleosides	0.188	Organic acids and derivatives	0.956	Carboxylic acids and derivatives	0.956	Amino acids, peptides, and analogues	0.616	Amino acids and derivatives	0.623	Amino acids	0.787	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597970	832319717936933176	832319717936933175	416	
9	C17H18N7O6	[M + H2O - H]-	C17H19N7O7-	Carbohydrates	0.816	Nucleosides	0.627	Purine nucleosides	0.713	Organic oxygen compounds	1.000	Organooxygen compounds	0.986	Carbohydrates and carbohydrate conjugates	0.930	Glycosyl compounds	0.804	Glycosylamines	0.687	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Diazines; Pentoses; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; N-substituted imidazoles; Benzenoids; Amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597971	832319717936933176	832319717936933175	416	
10	C16H18N7O5	[M + CH2O2 - H]-	C17H19N7O7-	Carbohydrates	0.791	Nucleosides	0.670	Purine nucleosides	0.804	Organic oxygen compounds	1.000	Organooxygen compounds	0.982	Carbohydrates and carbohydrate conjugates	0.976	Glycosyl compounds	0.875	Glycosylamines	0.646	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	433.134	936	15.596	832320734317597972	832319717936933176	832319717936933175	416	
1	C9H12N3O5	[M - H]-	C9H11N3O5-	Alkaloids	0.613	Histidine alkaloids	0.798	Imidazole alkaloids	0.797	Organoheterocyclic compounds	0.999	Azoles	0.824	Imidazoles	0.565	Substituted imidazoles	0.549	Substituted imidazoles	0.549	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Substituted imidazoles; Methyl esters; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	241.071	936	15.603	832322473951459550	832319717530085633	832319717530085632	405	
2	C9H10N3O4	[M + H2O - H]-	C9H11N3O5-	Alkaloids	0.693	Histidine alkaloids	0.811	Imidazole alkaloids	0.811	Organoheterocyclic compounds	1.000	Azoles	0.930	Imidazoles	0.737	Substituted imidazoles	0.648	N-substituted imidazoles	0.605	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	241.071	936	15.603	832322473951459551	832319717530085633	832319717530085632	405	
